ID;TravelMotives;TravelModes;RegionCharacteristics;Periods;Trips_1;DistanceTravelled_2;TimeTravelled_3
17492;2820740;A018982;PV26    ;2020JJ00;       .;       .;       .
17493;2820740;A018982;PV26    ;2021JJ00;       .;       .;       .
17494;2820740;A018982;PV26    ;2022JJ00;       .;       .;       .
17495;2820740;A018982;PV26    ;2023JJ00;       .;       .;       .
17496;2820740;A018982;PV27    ;2018JJ00;       .;       .;       .
17497;2820740;A018982;PV27    ;2019JJ00;       .;       .;       .
17498;2820740;A018982;PV27    ;2020JJ00;       .;       .;       .
17499;2820740;A018982;PV27    ;2021JJ00;       .;       .;       .
17500;2820740;A018982;PV27    ;2022JJ00;       .;       .;       .
17501;2820740;A018982;PV27    ;2023JJ00;       .;       .;       .
17502;2820740;A018982;PV28    ;2018JJ00;       .;       .;       .
17503;2820740;A018982;PV28    ;2019JJ00;       .;       .;       .
17504;2820740;A018982;PV28    ;2020JJ00;       .;       .;       .
17505;2820740;A018982;PV28    ;2021JJ00;       .;       .;       .
17506;2820740;A018982;PV28    ;2022JJ00;       .;       .;       .
17507;2820740;A018982;PV28    ;2023JJ00;       .;       .;       .
17508;2820740;A018982;PV29    ;2018JJ00;       .;       .;       .
17509;2820740;A018982;PV29    ;2019JJ00;       .;       .;       .
17510;2820740;A018982;PV29    ;2020JJ00;       .;       .;       .
17511;2820740;A018982;PV29    ;2021JJ00;       .;       .;       .
17512;2820740;A018982;PV29    ;2022JJ00;       .;       .;       .
17513;2820740;A018982;PV29    ;2023JJ00;       .;       .;       .
17514;2820740;A018982;PV30    ;2018JJ00;       .;       .;       .
17515;2820740;A018982;PV30    ;2019JJ00;       .;       .;       .
17516;2820740;A018982;PV30    ;2020JJ00;       .;       .;       .
17517;2820740;A018982;PV30    ;2021JJ00;       .;       .;       .
17518;2820740;A018982;PV30    ;2022JJ00;       .;       .;       .
17519;2820740;A018982;PV30    ;2023JJ00;       .;       .;       .
17520;2820740;A018982;PV31    ;2018JJ00;       .;       .;       .
17521;2820740;A018982;PV31    ;2019JJ00;       .;       .;       .
17522;2820740;A018982;PV31    ;2020JJ00;       .;       .;       .
17523;2820740;A018982;PV31    ;2021JJ00;       .;       .;       .
17524;2820740;A018982;PV31    ;2022JJ00;       .;       .;       .
17525;2820740;A018982;PV31    ;2023JJ00;       .;       .;       .
17850;2820740;A018984;PV20    ;2018JJ00;       .;       .;       .
17851;2820740;A018984;PV20    ;2019JJ00;       .;       .;       .
17852;2820740;A018984;PV20    ;2020JJ00;       .;       .;       .
17853;2820740;A018984;PV20    ;2021JJ00;       .;       .;       .
17854;2820740;A018984;PV20    ;2022JJ00;       .;       .;       .
17855;2820740;A018984;PV20    ;2023JJ00;       .;       .;       .
17856;2820740;A018984;PV21    ;2018JJ00;       .;       .;       .
17857;2820740;A018984;PV21    ;2019JJ00;       .;       .;       .
17858;2820740;A018984;PV21    ;2020JJ00;       .;       .;       .
17859;2820740;A018984;PV21    ;2021JJ00;       .;       .;       .
17860;2820740;A018984;PV21    ;2022JJ00;       .;       .;       .
17861;2820740;A018984;PV21    ;2023JJ00;       .;       .;       .
17862;2820740;A018984;PV22    ;2018JJ00;       .;       .;       .
17863;2820740;A018984;PV22    ;2019JJ00;       .;       .;       .
17864;2820740;A018984;PV22    ;2020JJ00;       .;       .;       .
17865;2820740;A018984;PV22    ;2021JJ00;       .;       .;       .
17866;2820740;A018984;PV22    ;2022JJ00;       .;       .;       .
17867;2820740;A018984;PV22    ;2023JJ00;       .;       .;       .
17868;2820740;A018984;PV23    ;2018JJ00;       .;       .;       .
17869;2820740;A018984;PV23    ;2019JJ00;       .;       .;       .
17870;2820740;A018984;PV23    ;2020JJ00;       .;       .;       .
17871;2820740;A018984;PV23    ;2021JJ00;       .;       .;       .
17872;2820740;A018984;PV23    ;2022JJ00;       .;       .;       .
17873;2820740;A018984;PV23    ;2023JJ00;       .;       .;       .
17874;2820740;A018984;PV24    ;2018JJ00;       .;       .;       .
17875;2820740;A018984;PV24    ;2019JJ00;       .;       .;       .
17876;2820740;A018984;PV24    ;2020JJ00;       .;       .;       .
17877;2820740;A018984;PV24    ;2021JJ00;       .;       .;       .
17878;2820740;A018984;PV24    ;2022JJ00;       .;       .;       .
17879;2820740;A018984;PV24    ;2023JJ00;       .;       .;       .
17880;2820740;A018984;PV25    ;2018JJ00;    0.01;    0.04;    0.27
17881;2820740;A018984;PV25    ;2019JJ00;       .;       .;       .
17882;2820740;A018984;PV25    ;2020JJ00;       .;       .;       .
17883;2820740;A018984;PV25    ;2021JJ00;       .;       .;       .
17884;2820740;A018984;PV25    ;2022JJ00;       .;       .;       .
17885;2820740;A018984;PV25    ;2023JJ00;       .;       .;       .
17886;2820740;A018984;PV26    ;2018JJ00;       .;       .;       .
17887;2820740;A018984;PV26    ;2019JJ00;       .;       .;       .
17888;2820740;A018984;PV26    ;2020JJ00;    0.01;    0.04;    0.23
17889;2820740;A018984;PV26    ;2021JJ00;    0.01;    0.04;    0.22
17890;2820740;A018984;PV26    ;2022JJ00;    0.01;    0.06;    0.29
17891;2820740;A018984;PV26    ;2023JJ00;    0.01;    0.08;    0.45
17892;2820740;A018984;PV27    ;2018JJ00;    0.01;    0.04;    0.18
17893;2820740;A018984;PV27    ;2019JJ00;    0.02;    0.07;    0.34
17894;2820740;A018984;PV27    ;2020JJ00;       .;       .;       .
17895;2820740;A018984;PV27    ;2021JJ00;    0.01;    0.06;    0.32
17896;2820740;A018984;PV27    ;2022JJ00;    0.01;    0.05;    0.23
17897;2820740;A018984;PV27    ;2023JJ00;    0.01;    0.07;    0.32
17898;2820740;A018984;PV28    ;2018JJ00;    0.01;    0.04;    0.18
17899;2820740;A018984;PV28    ;2019JJ00;    0.02;    0.07;    0.30
17900;2820740;A018984;PV28    ;2020JJ00;    0.01;    0.03;    0.14
17901;2820740;A018984;PV28    ;2021JJ00;    0.01;    0.05;    0.23
17902;2820740;A018984;PV28    ;2022JJ00;    0.01;    0.05;    0.24
17903;2820740;A018984;PV28    ;2023JJ00;    0.01;    0.05;    0.27
17904;2820740;A018984;PV29    ;2018JJ00;       .;       .;       .
17905;2820740;A018984;PV29    ;2019JJ00;       .;       .;       .
17906;2820740;A018984;PV29    ;2020JJ00;       .;       .;       .
17907;2820740;A018984;PV29    ;2021JJ00;       .;       .;       .
17908;2820740;A018984;PV29    ;2022JJ00;       .;       .;       .
17909;2820740;A018984;PV29    ;2023JJ00;       .;       .;       .
17910;2820740;A018984;PV30    ;2018JJ00;       .;       .;       .
17911;2820740;A018984;PV30    ;2019JJ00;       .;       .;       .
17912;2820740;A018984;PV30    ;2020JJ00;       .;       .;       .
17913;2820740;A018984;PV30    ;2021JJ00;       .;       .;       .
17914;2820740;A018984;PV30    ;2022JJ00;       .;       .;       .
17915;2820740;A018984;PV30    ;2023JJ00;    0.01;    0.04;    0.21
17916;2820740;A018984;PV31    ;2018JJ00;       .;       .;       .
17917;2820740;A018984;PV31    ;2019JJ00;       .;       .;       .
17918;2820740;A018984;PV31    ;2020JJ00;       .;       .;       .
17919;2820740;A018984;PV31    ;2021JJ00;       .;       .;       .
17920;2820740;A018984;PV31    ;2022JJ00;       .;       .;       .
17921;2820740;A018984;PV31    ;2023JJ00;       .;       .;       .
18246;2820740;A018985;PV20    ;2018JJ00;       .;       .;       .
18247;2820740;A018985;PV20    ;2019JJ00;       .;       .;       .
18248;2820740;A018985;PV20    ;2020JJ00;       .;       .;       .
18249;2820740;A018985;PV20    ;2021JJ00;       .;       .;       .
18250;2820740;A018985;PV20    ;2022JJ00;       .;       .;       .
18251;2820740;A018985;PV20    ;2023JJ00;       .;       .;       .
18252;2820740;A018985;PV21    ;2018JJ00;       .;       .;       .
18253;2820740;A018985;PV21    ;2019JJ00;       .;       .;       .
18254;2820740;A018985;PV21    ;2020JJ00;       .;       .;       .
18255;2820740;A018985;PV21    ;2021JJ00;       .;       .;       .
18256;2820740;A018985;PV21    ;2022JJ00;       .;       .;       .
18257;2820740;A018985;PV21    ;2023JJ00;       .;       .;       .
18258;2820740;A018985;PV22    ;2018JJ00;       .;       .;       .
18259;2820740;A018985;PV22    ;2019JJ00;       .;       .;       .
18260;2820740;A018985;PV22    ;2020JJ00;       .;       .;       .
18261;2820740;A018985;PV22    ;2021JJ00;       .;       .;       .
18262;2820740;A018985;PV22    ;2022JJ00;       .;       .;       .
18263;2820740;A018985;PV22    ;2023JJ00;       .;       .;       .
18264;2820740;A018985;PV23    ;2018JJ00;       .;       .;       .
18265;2820740;A018985;PV23    ;2019JJ00;       .;       .;       .
18266;2820740;A018985;PV23    ;2020JJ00;       .;       .;       .
18267;2820740;A018985;PV23    ;2021JJ00;       .;       .;       .
18268;2820740;A018985;PV23    ;2022JJ00;       .;       .;       .
18269;2820740;A018985;PV23    ;2023JJ00;       .;       .;       .
18270;2820740;A018985;PV24    ;2018JJ00;       .;       .;       .
18271;2820740;A018985;PV24    ;2019JJ00;       .;       .;       .
18272;2820740;A018985;PV24    ;2020JJ00;       .;       .;       .
18273;2820740;A018985;PV24    ;2021JJ00;       .;       .;       .
18274;2820740;A018985;PV24    ;2022JJ00;       .;       .;       .
18275;2820740;A018985;PV24    ;2023JJ00;       .;       .;       .
18276;2820740;A018985;PV25    ;2018JJ00;       .;       .;       .
18277;2820740;A018985;PV25    ;2019JJ00;       .;       .;       .
18278;2820740;A018985;PV25    ;2020JJ00;       .;       .;       .
18279;2820740;A018985;PV25    ;2021JJ00;       .;       .;       .
18280;2820740;A018985;PV25    ;2022JJ00;       .;       .;       .
18281;2820740;A018985;PV25    ;2023JJ00;       .;       .;       .
18282;2820740;A018985;PV26    ;2018JJ00;       .;       .;       .
18283;2820740;A018985;PV26    ;2019JJ00;       .;       .;       .
18284;2820740;A018985;PV26    ;2020JJ00;       .;       .;       .
18285;2820740;A018985;PV26    ;2021JJ00;       .;       .;       .
18286;2820740;A018985;PV26    ;2022JJ00;       .;       .;       .
18287;2820740;A018985;PV26    ;2023JJ00;       .;       .;       .
18288;2820740;A018985;PV27    ;2018JJ00;       .;       .;       .
18289;2820740;A018985;PV27    ;2019JJ00;       .;       .;       .
18290;2820740;A018985;PV27    ;2020JJ00;       .;       .;       .
18291;2820740;A018985;PV27    ;2021JJ00;       .;       .;       .
18292;2820740;A018985;PV27    ;2022JJ00;       .;       .;       .
18293;2820740;A018985;PV27    ;2023JJ00;       .;       .;       .
18294;2820740;A018985;PV28    ;2018JJ00;       .;       .;       .
18295;2820740;A018985;PV28    ;2019JJ00;    0.01;    0.01;       .
18296;2820740;A018985;PV28    ;2020JJ00;       .;       .;       .
18297;2820740;A018985;PV28    ;2021JJ00;       .;       .;       .
18298;2820740;A018985;PV28    ;2022JJ00;       .;       .;       .
18299;2820740;A018985;PV28    ;2023JJ00;       .;       .;       .
18300;2820740;A018985;PV29    ;2018JJ00;       .;       .;       .
18301;2820740;A018985;PV29    ;2019JJ00;       .;       .;       .
18302;2820740;A018985;PV29    ;2020JJ00;       .;       .;       .
18303;2820740;A018985;PV29    ;2021JJ00;       .;       .;       .
18304;2820740;A018985;PV29    ;2022JJ00;       .;       .;       .
18305;2820740;A018985;PV29    ;2023JJ00;       .;       .;       .
18306;2820740;A018985;PV30    ;2018JJ00;       .;       .;       .
18307;2820740;A018985;PV30    ;2019JJ00;       .;       .;       .
18308;2820740;A018985;PV30    ;2020JJ00;       .;       .;       .
18309;2820740;A018985;PV30    ;2021JJ00;       .;       .;       .
18310;2820740;A018985;PV30    ;2022JJ00;       .;       .;       .
18311;2820740;A018985;PV30    ;2023JJ00;       .;       .;       .
18312;2820740;A018985;PV31    ;2018JJ00;       .;       .;       .
18313;2820740;A018985;PV31    ;2019JJ00;       .;       .;       .
18314;2820740;A018985;PV31    ;2020JJ00;       .;       .;       .
18315;2820740;A018985;PV31    ;2021JJ00;       .;       .;       .
18316;2820740;A018985;PV31    ;2022JJ00;       .;       .;       .
18317;2820740;A018985;PV31    ;2023JJ00;       .;       .;       .
18642;2820740;A018986;PV20    ;2018JJ00;       .;       .;       .
18643;2820740;A018986;PV20    ;2019JJ00;       .;       .;       .
18644;2820740;A018986;PV20    ;2020JJ00;       .;       .;       .
18645;2820740;A018986;PV20    ;2021JJ00;       .;       .;       .
18646;2820740;A018986;PV20    ;2022JJ00;       .;       .;       .
18647;2820740;A018986;PV20    ;2023JJ00;       .;       .;       .
18648;2820740;A018986;PV21    ;2018JJ00;       .;       .;       .
18649;2820740;A018986;PV21    ;2019JJ00;       .;       .;       .
18650;2820740;A018986;PV21    ;2020JJ00;       .;       .;       .
18651;2820740;A018986;PV21    ;2021JJ00;       .;       .;       .
18652;2820740;A018986;PV21    ;2022JJ00;       .;       .;       .
18653;2820740;A018986;PV21    ;2023JJ00;       .;       .;       .
18654;2820740;A018986;PV22    ;2018JJ00;       .;       .;       .
18655;2820740;A018986;PV22    ;2019JJ00;       .;       .;       .
18656;2820740;A018986;PV22    ;2020JJ00;       .;       .;       .
18657;2820740;A018986;PV22    ;2021JJ00;       .;       .;       .
18658;2820740;A018986;PV22    ;2022JJ00;       .;       .;       .
18659;2820740;A018986;PV22    ;2023JJ00;       .;       .;       .
18660;2820740;A018986;PV23    ;2018JJ00;       .;       .;       .
18661;2820740;A018986;PV23    ;2019JJ00;    0.03;    1.12;    1.21
18662;2820740;A018986;PV23    ;2020JJ00;       .;       .;       .
18663;2820740;A018986;PV23    ;2021JJ00;       .;       .;       .
18664;2820740;A018986;PV23    ;2022JJ00;       .;       .;       .
18665;2820740;A018986;PV23    ;2023JJ00;       .;       .;       .
18666;2820740;A018986;PV24    ;2018JJ00;       .;       .;       .
18667;2820740;A018986;PV24    ;2019JJ00;       .;       .;       .
18668;2820740;A018986;PV24    ;2020JJ00;       .;       .;       .
18669;2820740;A018986;PV24    ;2021JJ00;       .;       .;       .
18670;2820740;A018986;PV24    ;2022JJ00;       .;       .;       .
18671;2820740;A018986;PV24    ;2023JJ00;       .;       .;       .
18672;2820740;A018986;PV25    ;2018JJ00;    0.02;    0.67;    0.75
18673;2820740;A018986;PV25    ;2019JJ00;    0.03;    0.91;    1.06
18674;2820740;A018986;PV25    ;2020JJ00;    0.02;    0.57;    0.68
18675;2820740;A018986;PV25    ;2021JJ00;    0.02;    0.88;    0.94
18676;2820740;A018986;PV25    ;2022JJ00;       .;       .;       .
18677;2820740;A018986;PV25    ;2023JJ00;       .;       .;       .
18678;2820740;A018986;PV26    ;2018JJ00;       .;       .;       .
18679;2820740;A018986;PV26    ;2019JJ00;       .;       .;       .
18680;2820740;A018986;PV26    ;2020JJ00;       .;       .;       .
18681;2820740;A018986;PV26    ;2021JJ00;    0.01;    0.34;    0.45
18682;2820740;A018986;PV26    ;2022JJ00;    0.02;    0.50;    0.62
18683;2820740;A018986;PV26    ;2023JJ00;    0.01;    0.36;    0.58
18684;2820740;A018986;PV27    ;2018JJ00;    0.01;       .;    0.53
18685;2820740;A018986;PV27    ;2019JJ00;    0.02;       .;    0.74
18686;2820740;A018986;PV27    ;2020JJ00;    0.02;    0.35;    0.46
18687;2820740;A018986;PV27    ;2021JJ00;    0.02;    0.36;    0.46
18688;2820740;A018986;PV27    ;2022JJ00;    0.02;       .;    0.50
18689;2820740;A018986;PV27    ;2023JJ00;    0.01;    0.29;    0.44
18690;2820740;A018986;PV28    ;2018JJ00;    0.01;    0.28;    0.40
18691;2820740;A018986;PV28    ;2019JJ00;    0.02;    0.50;    0.70
18692;2820740;A018986;PV28    ;2020JJ00;    0.01;    0.37;    0.47
18693;2820740;A018986;PV28    ;2021JJ00;    0.02;    0.36;    0.53
18694;2820740;A018986;PV28    ;2022JJ00;    0.02;    0.40;    0.53
18695;2820740;A018986;PV28    ;2023JJ00;    0.02;    0.44;    0.59
18696;2820740;A018986;PV29    ;2018JJ00;       .;       .;       .
18697;2820740;A018986;PV29    ;2019JJ00;       .;       .;       .
18698;2820740;A018986;PV29    ;2020JJ00;       .;       .;       .
18699;2820740;A018986;PV29    ;2021JJ00;       .;       .;       .
18700;2820740;A018986;PV29    ;2022JJ00;       .;       .;       .
18701;2820740;A018986;PV29    ;2023JJ00;       .;       .;       .
18702;2820740;A018986;PV30    ;2018JJ00;    0.02;       .;       .
18703;2820740;A018986;PV30    ;2019JJ00;    0.02;    0.57;    0.73
18704;2820740;A018986;PV30    ;2020JJ00;       .;       .;       .
18705;2820740;A018986;PV30    ;2021JJ00;    0.02;    0.54;    0.59
18706;2820740;A018986;PV30    ;2022JJ00;    0.02;    0.62;    0.78
18707;2820740;A018986;PV30    ;2023JJ00;    0.02;    0.46;    0.56
18708;2820740;A018986;PV31    ;2018JJ00;       .;       .;       .
18709;2820740;A018986;PV31    ;2019JJ00;       .;       .;       .
18710;2820740;A018986;PV31    ;2020JJ00;       .;       .;       .
18711;2820740;A018986;PV31    ;2021JJ00;       .;       .;       .
18712;2820740;A018986;PV31    ;2022JJ00;       .;       .;       .
18713;2820740;A018986;PV31    ;2023JJ00;       .;       .;       .
22602;2030190;A048583;PV20    ;2018JJ00;       .;       .;       .
22603;2030190;A048583;PV20    ;2019JJ00;       .;       .;       .
22604;2030190;A048583;PV20    ;2020JJ00;       .;       .;       .
22605;2030190;A048583;PV20    ;2021JJ00;       .;       .;       .
22606;2030190;A048583;PV20    ;2022JJ00;       .;       .;       .
22607;2030190;A048583;PV20    ;2023JJ00;       .;       .;       .
22608;2030190;A048583;PV21    ;2018JJ00;       .;       .;       .
22609;2030190;A048583;PV21    ;2019JJ00;       .;       .;       .
22610;2030190;A048583;PV21    ;2020JJ00;       .;       .;       .
22611;2030190;A048583;PV21    ;2021JJ00;       .;       .;       .
22612;2030190;A048583;PV21    ;2022JJ00;       .;       .;       .
22613;2030190;A048583;PV21    ;2023JJ00;       .;       .;       .
22614;2030190;A048583;PV22    ;2018JJ00;       .;       .;       .
22615;2030190;A048583;PV22    ;2019JJ00;       .;       .;       .
22616;2030190;A048583;PV22    ;2020JJ00;       .;       .;       .
22617;2030190;A048583;PV22    ;2021JJ00;       .;       .;       .
22618;2030190;A048583;PV22    ;2022JJ00;       .;       .;       .
22619;2030190;A048583;PV22    ;2023JJ00;       .;       .;       .
22620;2030190;A048583;PV23    ;2018JJ00;    0.04;    0.43;    0.69
22621;2030190;A048583;PV23    ;2019JJ00;    0.04;    0.51;    0.82
22622;2030190;A048583;PV23    ;2020JJ00;    0.03;       .;    0.53
22623;2030190;A048583;PV23    ;2021JJ00;    0.04;    0.54;    0.80
22624;2030190;A048583;PV23    ;2022JJ00;    0.04;    0.63;    0.99
22625;2030190;A048583;PV23    ;2023JJ00;    0.04;       .;    0.79
22626;2030190;A048583;PV24    ;2018JJ00;       .;       .;       .
22627;2030190;A048583;PV24    ;2019JJ00;       .;       .;       .
22628;2030190;A048583;PV24    ;2020JJ00;       .;       .;       .
22629;2030190;A048583;PV24    ;2021JJ00;       .;       .;       .
22630;2030190;A048583;PV24    ;2022JJ00;    0.04;       .;    0.77
22631;2030190;A048583;PV24    ;2023JJ00;       .;       .;       .
22632;2030190;A048583;PV25    ;2018JJ00;    0.03;    0.35;    0.58
22633;2030190;A048583;PV25    ;2019JJ00;    0.04;    0.45;    0.77
22634;2030190;A048583;PV25    ;2020JJ00;    0.04;    0.50;    0.73
22635;2030190;A048583;PV25    ;2021JJ00;    0.04;    0.53;    0.82
22636;2030190;A048583;PV25    ;2022JJ00;    0.05;    0.53;    0.87
22637;2030190;A048583;PV25    ;2023JJ00;    0.04;    0.51;    0.82
22638;2030190;A048583;PV26    ;2018JJ00;    0.04;    0.59;    0.92
22639;2030190;A048583;PV26    ;2019JJ00;    0.03;    0.39;    0.59
22640;2030190;A048583;PV26    ;2020JJ00;    0.03;    0.40;    0.68
22641;2030190;A048583;PV26    ;2021JJ00;    0.04;    0.49;    0.80
22642;2030190;A048583;PV26    ;2022JJ00;    0.03;    0.45;    0.70
22643;2030190;A048583;PV26    ;2023JJ00;    0.03;    0.44;    0.67
22644;2030190;A048583;PV27    ;2018JJ00;    0.03;    0.40;    0.68
22645;2030190;A048583;PV27    ;2019JJ00;    0.03;    0.48;    0.68
22646;2030190;A048583;PV27    ;2020JJ00;    0.03;    0.35;    0.64
22647;2030190;A048583;PV27    ;2021JJ00;    0.03;    0.45;    0.73
22648;2030190;A048583;PV27    ;2022JJ00;    0.03;    0.29;    0.52
22649;2030190;A048583;PV27    ;2023JJ00;    0.03;    0.35;    0.58
22650;2030190;A048583;PV28    ;2018JJ00;    0.03;    0.38;    0.69
22651;2030190;A048583;PV28    ;2019JJ00;    0.03;    0.33;    0.70
22652;2030190;A048583;PV28    ;2020JJ00;    0.02;    0.26;    0.48
22653;2030190;A048583;PV28    ;2021JJ00;    0.03;    0.35;    0.66
22654;2030190;A048583;PV28    ;2022JJ00;    0.03;    0.31;    0.61
22655;2030190;A048583;PV28    ;2023JJ00;    0.03;    0.32;    0.69
22656;2030190;A048583;PV29    ;2018JJ00;       .;       .;       .
22657;2030190;A048583;PV29    ;2019JJ00;       .;       .;       .
22658;2030190;A048583;PV29    ;2020JJ00;       .;       .;       .
22659;2030190;A048583;PV29    ;2021JJ00;       .;       .;       .
22660;2030190;A048583;PV29    ;2022JJ00;       .;       .;       .
22661;2030190;A048583;PV29    ;2023JJ00;       .;       .;       .
22662;2030190;A048583;PV30    ;2018JJ00;    0.04;    0.46;    0.79
22663;2030190;A048583;PV30    ;2019JJ00;    0.04;    0.32;    0.62
22664;2030190;A048583;PV30    ;2020JJ00;    0.04;    0.46;    0.67
22665;2030190;A048583;PV30    ;2021JJ00;    0.05;    0.47;    0.86
22666;2030190;A048583;PV30    ;2022JJ00;    0.04;    0.50;    0.90
22667;2030190;A048583;PV30    ;2023JJ00;    0.05;    0.55;    0.90
22668;2030190;A048583;PV31    ;2018JJ00;    0.04;    0.51;    0.84
22669;2030190;A048583;PV31    ;2019JJ00;    0.05;    0.52;    0.85
22670;2030190;A048583;PV31    ;2020JJ00;    0.04;    0.43;    0.75
22671;2030190;A048583;PV31    ;2021JJ00;    0.04;    0.37;    0.64
22672;2030190;A048583;PV31    ;2022JJ00;    0.05;       .;    1.08
22673;2030190;A048583;PV31    ;2023JJ00;    0.06;    0.56;    1.00
22998;2030190;A048584;PV20    ;2018JJ00;       .;       .;       .
22999;2030190;A048584;PV20    ;2019JJ00;       .;       .;       .
23000;2030190;A048584;PV20    ;2020JJ00;       .;       .;       .
23001;2030190;A048584;PV20    ;2021JJ00;       .;       .;       .
23002;2030190;A048584;PV20    ;2022JJ00;       .;       .;       .
23003;2030190;A048584;PV20    ;2023JJ00;       .;       .;       .
23004;2030190;A048584;PV21    ;2018JJ00;       .;       .;       .
23005;2030190;A048584;PV21    ;2019JJ00;       .;       .;       .
23006;2030190;A048584;PV21    ;2020JJ00;       .;       .;       .
23007;2030190;A048584;PV21    ;2021JJ00;       .;       .;       .
23008;2030190;A048584;PV21    ;2022JJ00;       .;       .;       .
23009;2030190;A048584;PV21    ;2023JJ00;       .;       .;       .
23010;2030190;A048584;PV22    ;2018JJ00;       .;       .;       .
23011;2030190;A048584;PV22    ;2019JJ00;       .;       .;       .
23012;2030190;A048584;PV22    ;2020JJ00;       .;       .;       .
23013;2030190;A048584;PV22    ;2021JJ00;       .;       .;       .
23014;2030190;A048584;PV22    ;2022JJ00;       .;       .;       .
23015;2030190;A048584;PV22    ;2023JJ00;       .;       .;       .
23016;2030190;A048584;PV23    ;2018JJ00;       .;       .;       .
23017;2030190;A048584;PV23    ;2019JJ00;       .;       .;       .
23018;2030190;A048584;PV23    ;2020JJ00;       .;       .;       .
23019;2030190;A048584;PV23    ;2021JJ00;       .;       .;       .
23020;2030190;A048584;PV23    ;2022JJ00;       .;       .;       .
23021;2030190;A048584;PV23    ;2023JJ00;       .;       .;       .
23022;2030190;A048584;PV24    ;2018JJ00;       .;       .;       .
23023;2030190;A048584;PV24    ;2019JJ00;       .;       .;       .
23024;2030190;A048584;PV24    ;2020JJ00;       .;       .;       .
23025;2030190;A048584;PV24    ;2021JJ00;       .;       .;       .
23026;2030190;A048584;PV24    ;2022JJ00;       .;       .;       .
23027;2030190;A048584;PV24    ;2023JJ00;       .;       .;       .
23028;2030190;A048584;PV25    ;2018JJ00;    0.01;    0.19;    0.33
23029;2030190;A048584;PV25    ;2019JJ00;    0.02;    0.29;    0.49
23030;2030190;A048584;PV25    ;2020JJ00;       .;       .;       .
23031;2030190;A048584;PV25    ;2021JJ00;       .;       .;       .
23032;2030190;A048584;PV25    ;2022JJ00;       .;       .;       .
23033;2030190;A048584;PV25    ;2023JJ00;    0.01;    0.20;    0.31
23034;2030190;A048584;PV26    ;2018JJ00;       .;       .;       .
23035;2030190;A048584;PV26    ;2019JJ00;       .;       .;       .
23036;2030190;A048584;PV26    ;2020JJ00;       .;       .;       .
23037;2030190;A048584;PV26    ;2021JJ00;    0.01;    0.17;    0.32
23038;2030190;A048584;PV26    ;2022JJ00;       .;       .;       .
23039;2030190;A048584;PV26    ;2023JJ00;    0.01;    0.15;    0.29
23040;2030190;A048584;PV27    ;2018JJ00;    0.01;       .;    0.26
23041;2030190;A048584;PV27    ;2019JJ00;    0.01;    0.17;    0.32
23042;2030190;A048584;PV27    ;2020JJ00;       .;       .;       .
23043;2030190;A048584;PV27    ;2021JJ00;    0.01;    0.20;    0.26
23044;2030190;A048584;PV27    ;2022JJ00;    0.01;    0.14;    0.26
23045;2030190;A048584;PV27    ;2023JJ00;    0.01;    0.11;    0.24
23046;2030190;A048584;PV28    ;2018JJ00;    0.01;    0.11;    0.22
23047;2030190;A048584;PV28    ;2019JJ00;    0.01;    0.18;    0.32
23048;2030190;A048584;PV28    ;2020JJ00;    0.01;    0.16;    0.29
23049;2030190;A048584;PV28    ;2021JJ00;    0.01;    0.14;    0.28
23050;2030190;A048584;PV28    ;2022JJ00;    0.01;    0.10;    0.21
23051;2030190;A048584;PV28    ;2023JJ00;    0.01;    0.11;    0.22
23052;2030190;A048584;PV29    ;2018JJ00;       .;       .;       .
23053;2030190;A048584;PV29    ;2019JJ00;       .;       .;       .
23054;2030190;A048584;PV29    ;2020JJ00;       .;       .;       .
23055;2030190;A048584;PV29    ;2021JJ00;       .;       .;       .
23056;2030190;A048584;PV29    ;2022JJ00;       .;       .;       .
23057;2030190;A048584;PV29    ;2023JJ00;       .;       .;       .
23058;2030190;A048584;PV30    ;2018JJ00;    0.02;    0.34;    0.42
23059;2030190;A048584;PV30    ;2019JJ00;    0.01;    0.17;    0.31
23060;2030190;A048584;PV30    ;2020JJ00;    0.01;    0.15;    0.23
23061;2030190;A048584;PV30    ;2021JJ00;    0.01;    0.18;    0.28
23062;2030190;A048584;PV30    ;2022JJ00;       .;       .;       .
23063;2030190;A048584;PV30    ;2023JJ00;    0.01;    0.21;    0.33
23064;2030190;A048584;PV31    ;2018JJ00;       .;       .;       .
23065;2030190;A048584;PV31    ;2019JJ00;       .;       .;       .
23066;2030190;A048584;PV31    ;2020JJ00;       .;       .;       .
23067;2030190;A048584;PV31    ;2021JJ00;       .;       .;       .
23068;2030190;A048584;PV31    ;2022JJ00;       .;       .;       .
23069;2030190;A048584;PV31    ;2023JJ00;       .;       .;       .
23394;2030190;A018981;PV20    ;2018JJ00;       .;       .;       .
23395;2030190;A018981;PV20    ;2019JJ00;       .;       .;       .
23396;2030190;A018981;PV20    ;2020JJ00;       .;       .;       .
23397;2030190;A018981;PV20    ;2021JJ00;       .;       .;       .
23398;2030190;A018981;PV20    ;2022JJ00;       .;       .;       .
23399;2030190;A018981;PV20    ;2023JJ00;       .;       .;       .
23400;2030190;A018981;PV21    ;2018JJ00;       .;       .;       .
23401;2030190;A018981;PV21    ;2019JJ00;       .;       .;       .
23402;2030190;A018981;PV21    ;2020JJ00;       .;       .;       .
