ID;TravelMotives;TravelModes;RegionCharacteristics;Periods;Trips_1;DistanceTravelled_2;TimeTravelled_3
54746;2030240;A048584;PV31    ;2020JJ00;       .;       .;       .
54747;2030240;A048584;PV31    ;2021JJ00;       .;       .;       .
54748;2030240;A048584;PV31    ;2022JJ00;       .;       .;       .
54749;2030240;A048584;PV31    ;2023JJ00;       .;       .;       .
55074;2030240;A018981;PV20    ;2018JJ00;       .;       .;       .
55075;2030240;A018981;PV20    ;2019JJ00;       .;       .;       .
55076;2030240;A018981;PV20    ;2020JJ00;       .;       .;       .
55077;2030240;A018981;PV20    ;2021JJ00;       .;       .;       .
55078;2030240;A018981;PV20    ;2022JJ00;       .;       .;       .
55079;2030240;A018981;PV20    ;2023JJ00;       .;       .;       .
55080;2030240;A018981;PV21    ;2018JJ00;       .;       .;       .
55081;2030240;A018981;PV21    ;2019JJ00;       .;       .;       .
55082;2030240;A018981;PV21    ;2020JJ00;       .;       .;       .
55083;2030240;A018981;PV21    ;2021JJ00;       .;       .;       .
55084;2030240;A018981;PV21    ;2022JJ00;       .;       .;       .
55085;2030240;A018981;PV21    ;2023JJ00;       .;       .;       .
55086;2030240;A018981;PV22    ;2018JJ00;       .;       .;       .
55087;2030240;A018981;PV22    ;2019JJ00;       .;       .;       .
55088;2030240;A018981;PV22    ;2020JJ00;       .;       .;       .
55089;2030240;A018981;PV22    ;2021JJ00;       .;       .;       .
55090;2030240;A018981;PV22    ;2022JJ00;       .;       .;       .
55091;2030240;A018981;PV22    ;2023JJ00;       .;       .;       .
55092;2030240;A018981;PV23    ;2018JJ00;       .;       .;       .
55093;2030240;A018981;PV23    ;2019JJ00;       .;       .;       .
55094;2030240;A018981;PV23    ;2020JJ00;       .;       .;       .
55095;2030240;A018981;PV23    ;2021JJ00;       .;       .;       .
55096;2030240;A018981;PV23    ;2022JJ00;       .;       .;       .
55097;2030240;A018981;PV23    ;2023JJ00;       .;       .;       .
55098;2030240;A018981;PV24    ;2018JJ00;       .;       .;       .
55099;2030240;A018981;PV24    ;2019JJ00;       .;       .;       .
55100;2030240;A018981;PV24    ;2020JJ00;       .;       .;       .
55101;2030240;A018981;PV24    ;2021JJ00;       .;       .;       .
55102;2030240;A018981;PV24    ;2022JJ00;       .;       .;       .
55103;2030240;A018981;PV24    ;2023JJ00;       .;       .;       .
55104;2030240;A018981;PV25    ;2018JJ00;       .;       .;       .
55105;2030240;A018981;PV25    ;2019JJ00;       .;       .;       .
55106;2030240;A018981;PV25    ;2020JJ00;       .;       .;       .
55107;2030240;A018981;PV25    ;2021JJ00;       .;       .;       .
55108;2030240;A018981;PV25    ;2022JJ00;       .;       .;       .
55109;2030240;A018981;PV25    ;2023JJ00;       .;       .;       .
55110;2030240;A018981;PV26    ;2018JJ00;       .;       .;       .
55111;2030240;A018981;PV26    ;2019JJ00;       .;       .;       .
55112;2030240;A018981;PV26    ;2020JJ00;       .;       .;       .
55113;2030240;A018981;PV26    ;2021JJ00;       .;       .;       .
55114;2030240;A018981;PV26    ;2022JJ00;       .;       .;       .
55115;2030240;A018981;PV26    ;2023JJ00;       .;       .;       .
55116;2030240;A018981;PV27    ;2018JJ00;       .;       .;       .
55117;2030240;A018981;PV27    ;2019JJ00;       .;       .;       .
55118;2030240;A018981;PV27    ;2020JJ00;       .;       .;       .
55119;2030240;A018981;PV27    ;2021JJ00;       .;       .;       .
55120;2030240;A018981;PV27    ;2022JJ00;       .;       .;       .
55121;2030240;A018981;PV27    ;2023JJ00;       .;       .;       .
55122;2030240;A018981;PV28    ;2018JJ00;       .;       .;       .
55123;2030240;A018981;PV28    ;2019JJ00;       .;       .;       .
55124;2030240;A018981;PV28    ;2020JJ00;       .;       .;       .
55125;2030240;A018981;PV28    ;2021JJ00;       .;       .;       .
55126;2030240;A018981;PV28    ;2022JJ00;       .;       .;       .
55127;2030240;A018981;PV28    ;2023JJ00;       .;       .;       .
55128;2030240;A018981;PV29    ;2018JJ00;       .;       .;       .
55129;2030240;A018981;PV29    ;2019JJ00;       .;       .;       .
55130;2030240;A018981;PV29    ;2020JJ00;       .;       .;       .
55131;2030240;A018981;PV29    ;2021JJ00;       .;       .;       .
55132;2030240;A018981;PV29    ;2022JJ00;       .;       .;       .
55133;2030240;A018981;PV29    ;2023JJ00;       .;       .;       .
55134;2030240;A018981;PV30    ;2018JJ00;       .;       .;       .
55135;2030240;A018981;PV30    ;2019JJ00;       .;       .;       .
55136;2030240;A018981;PV30    ;2020JJ00;       .;       .;       .
55137;2030240;A018981;PV30    ;2021JJ00;       .;       .;       .
55138;2030240;A018981;PV30    ;2022JJ00;       .;       .;       .
55139;2030240;A018981;PV30    ;2023JJ00;       .;       .;       .
55140;2030240;A018981;PV31    ;2018JJ00;       .;       .;       .
55141;2030240;A018981;PV31    ;2019JJ00;       .;       .;       .
55142;2030240;A018981;PV31    ;2020JJ00;       .;       .;       .
55143;2030240;A018981;PV31    ;2021JJ00;       .;       .;       .
55144;2030240;A018981;PV31    ;2022JJ00;       .;       .;       .
55145;2030240;A018981;PV31    ;2023JJ00;       .;       .;       .
55470;2030240;A018982;PV20    ;2018JJ00;       .;       .;       .
55471;2030240;A018982;PV20    ;2019JJ00;       .;       .;       .
55472;2030240;A018982;PV20    ;2020JJ00;       .;       .;       .
55473;2030240;A018982;PV20    ;2021JJ00;       .;       .;       .
55474;2030240;A018982;PV20    ;2022JJ00;       .;       .;       .
55475;2030240;A018982;PV20    ;2023JJ00;       .;       .;       .
55476;2030240;A018982;PV21    ;2018JJ00;       .;       .;       .
55477;2030240;A018982;PV21    ;2019JJ00;       .;       .;       .
55478;2030240;A018982;PV21    ;2020JJ00;       .;       .;       .
55479;2030240;A018982;PV21    ;2021JJ00;       .;       .;       .
55480;2030240;A018982;PV21    ;2022JJ00;       .;       .;       .
55481;2030240;A018982;PV21    ;2023JJ00;       .;       .;       .
55482;2030240;A018982;PV22    ;2018JJ00;       .;       .;       .
55483;2030240;A018982;PV22    ;2019JJ00;       .;       .;       .
55484;2030240;A018982;PV22    ;2020JJ00;       .;       .;       .
55485;2030240;A018982;PV22    ;2021JJ00;       .;       .;       .
55486;2030240;A018982;PV22    ;2022JJ00;       .;       .;       .
55487;2030240;A018982;PV22    ;2023JJ00;       .;       .;       .
55488;2030240;A018982;PV23    ;2018JJ00;       .;       .;       .
55489;2030240;A018982;PV23    ;2019JJ00;       .;       .;       .
55490;2030240;A018982;PV23    ;2020JJ00;       .;       .;       .
55491;2030240;A018982;PV23    ;2021JJ00;       .;       .;       .
55492;2030240;A018982;PV23    ;2022JJ00;       .;       .;       .
55493;2030240;A018982;PV23    ;2023JJ00;       .;       .;       .
55494;2030240;A018982;PV24    ;2018JJ00;       .;       .;       .
55495;2030240;A018982;PV24    ;2019JJ00;       .;       .;       .
55496;2030240;A018982;PV24    ;2020JJ00;       .;       .;       .
55497;2030240;A018982;PV24    ;2021JJ00;       .;       .;       .
55498;2030240;A018982;PV24    ;2022JJ00;       .;       .;       .
55499;2030240;A018982;PV24    ;2023JJ00;       .;       .;       .
55500;2030240;A018982;PV25    ;2018JJ00;       .;       .;       .
55501;2030240;A018982;PV25    ;2019JJ00;       .;       .;       .
55502;2030240;A018982;PV25    ;2020JJ00;       .;       .;       .
55503;2030240;A018982;PV25    ;2021JJ00;       .;       .;       .
55504;2030240;A018982;PV25    ;2022JJ00;       .;       .;       .
55505;2030240;A018982;PV25    ;2023JJ00;       .;       .;       .
55506;2030240;A018982;PV26    ;2018JJ00;       .;       .;       .
55507;2030240;A018982;PV26    ;2019JJ00;       .;       .;       .
55508;2030240;A018982;PV26    ;2020JJ00;       .;       .;       .
55509;2030240;A018982;PV26    ;2021JJ00;       .;       .;       .
55510;2030240;A018982;PV26    ;2022JJ00;       .;       .;       .
55511;2030240;A018982;PV26    ;2023JJ00;       .;       .;       .
55512;2030240;A018982;PV27    ;2018JJ00;       .;       .;       .
55513;2030240;A018982;PV27    ;2019JJ00;       .;       .;       .
55514;2030240;A018982;PV27    ;2020JJ00;       .;       .;       .
55515;2030240;A018982;PV27    ;2021JJ00;       .;       .;       .
55516;2030240;A018982;PV27    ;2022JJ00;       .;       .;       .
55517;2030240;A018982;PV27    ;2023JJ00;       .;       .;       .
55518;2030240;A018982;PV28    ;2018JJ00;       .;       .;       .
55519;2030240;A018982;PV28    ;2019JJ00;       .;       .;       .
55520;2030240;A018982;PV28    ;2020JJ00;       .;       .;       .
55521;2030240;A018982;PV28    ;2021JJ00;       .;       .;       .
55522;2030240;A018982;PV28    ;2022JJ00;       .;       .;       .
55523;2030240;A018982;PV28    ;2023JJ00;       .;       .;       .
55524;2030240;A018982;PV29    ;2018JJ00;       .;       .;       .
55525;2030240;A018982;PV29    ;2019JJ00;       .;       .;       .
55526;2030240;A018982;PV29    ;2020JJ00;       .;       .;       .
55527;2030240;A018982;PV29    ;2021JJ00;       .;       .;       .
55528;2030240;A018982;PV29    ;2022JJ00;       .;       .;       .
55529;2030240;A018982;PV29    ;2023JJ00;       .;       .;       .
55530;2030240;A018982;PV30    ;2018JJ00;       .;       .;       .
55531;2030240;A018982;PV30    ;2019JJ00;       .;       .;       .
55532;2030240;A018982;PV30    ;2020JJ00;       .;       .;       .
55533;2030240;A018982;PV30    ;2021JJ00;       .;       .;       .
55534;2030240;A018982;PV30    ;2022JJ00;       .;       .;       .
55535;2030240;A018982;PV30    ;2023JJ00;       .;       .;       .
55536;2030240;A018982;PV31    ;2018JJ00;       .;       .;       .
55537;2030240;A018982;PV31    ;2019JJ00;       .;       .;       .
55538;2030240;A018982;PV31    ;2020JJ00;       .;       .;       .
55539;2030240;A018982;PV31    ;2021JJ00;       .;       .;       .
55540;2030240;A018982;PV31    ;2022JJ00;       .;       .;       .
55541;2030240;A018982;PV31    ;2023JJ00;       .;       .;       .
55866;2030240;A018984;PV20    ;2018JJ00;    0.03;    0.61;    3.76
55867;2030240;A018984;PV20    ;2019JJ00;       .;       .;       .
55868;2030240;A018984;PV20    ;2020JJ00;    0.04;    0.78;    5.29
55869;2030240;A018984;PV20    ;2021JJ00;    0.04;    0.72;    4.43
55870;2030240;A018984;PV20    ;2022JJ00;    0.04;    0.65;    4.06
55871;2030240;A018984;PV20    ;2023JJ00;    0.03;    0.61;    3.61
55872;2030240;A018984;PV21    ;2018JJ00;    0.05;    0.89;    5.25
55873;2030240;A018984;PV21    ;2019JJ00;    0.04;    0.54;    3.71
55874;2030240;A018984;PV21    ;2020JJ00;    0.05;    0.64;    3.97
55875;2030240;A018984;PV21    ;2021JJ00;    0.06;    0.95;    5.43
55876;2030240;A018984;PV21    ;2022JJ00;    0.05;    1.06;    6.41
55877;2030240;A018984;PV21    ;2023JJ00;    0.04;    0.71;    4.82
55878;2030240;A018984;PV22    ;2018JJ00;       .;       .;       .
55879;2030240;A018984;PV22    ;2019JJ00;       .;       .;       .
55880;2030240;A018984;PV22    ;2020JJ00;    0.05;    0.80;    4.74
55881;2030240;A018984;PV22    ;2021JJ00;    0.04;    0.82;    4.39
55882;2030240;A018984;PV22    ;2022JJ00;    0.04;    0.84;    5.26
55883;2030240;A018984;PV22    ;2023JJ00;    0.04;    0.69;    4.31
55884;2030240;A018984;PV23    ;2018JJ00;    0.04;    0.64;    4.07
55885;2030240;A018984;PV23    ;2019JJ00;    0.04;    0.55;    3.92
55886;2030240;A018984;PV23    ;2020JJ00;    0.05;    0.76;    4.65
55887;2030240;A018984;PV23    ;2021JJ00;    0.05;    0.73;    4.65
55888;2030240;A018984;PV23    ;2022JJ00;    0.04;    0.66;    4.48
55889;2030240;A018984;PV23    ;2023JJ00;    0.04;    0.71;    4.68
55890;2030240;A018984;PV24    ;2018JJ00;       .;       .;       .
55891;2030240;A018984;PV24    ;2019JJ00;       .;       .;       .
55892;2030240;A018984;PV24    ;2020JJ00;       .;       .;       .
55893;2030240;A018984;PV24    ;2021JJ00;    0.04;    0.55;    4.01
55894;2030240;A018984;PV24    ;2022JJ00;    0.03;    0.50;    3.39
55895;2030240;A018984;PV24    ;2023JJ00;    0.03;    0.47;    3.69
55896;2030240;A018984;PV25    ;2018JJ00;    0.04;    0.63;    4.28
55897;2030240;A018984;PV25    ;2019JJ00;    0.03;    0.60;    4.00
55898;2030240;A018984;PV25    ;2020JJ00;    0.04;    0.77;    4.38
55899;2030240;A018984;PV25    ;2021JJ00;    0.04;    0.73;    4.46
55900;2030240;A018984;PV25    ;2022JJ00;    0.04;    0.60;    3.86
55901;2030240;A018984;PV25    ;2023JJ00;    0.03;    0.53;    3.30
55902;2030240;A018984;PV26    ;2018JJ00;    0.03;    0.46;    2.76
55903;2030240;A018984;PV26    ;2019JJ00;    0.03;    0.46;    3.52
55904;2030240;A018984;PV26    ;2020JJ00;    0.04;    0.60;    4.23
55905;2030240;A018984;PV26    ;2021JJ00;    0.04;    0.72;    4.53
55906;2030240;A018984;PV26    ;2022JJ00;    0.04;    0.55;    3.80
55907;2030240;A018984;PV26    ;2023JJ00;    0.03;    0.51;    3.42
55908;2030240;A018984;PV27    ;2018JJ00;    0.03;    0.55;    3.85
55909;2030240;A018984;PV27    ;2019JJ00;    0.03;    0.41;    3.41
55910;2030240;A018984;PV27    ;2020JJ00;    0.04;    0.66;    4.49
55911;2030240;A018984;PV27    ;2021JJ00;    0.04;    0.60;    4.28
55912;2030240;A018984;PV27    ;2022JJ00;    0.04;    0.58;    4.22
55913;2030240;A018984;PV27    ;2023JJ00;    0.03;    0.44;    3.32
55914;2030240;A018984;PV28    ;2018JJ00;    0.03;    0.48;    3.11
55915;2030240;A018984;PV28    ;2019JJ00;    0.03;    0.43;    3.26
55916;2030240;A018984;PV28    ;2020JJ00;    0.04;    0.66;    4.61
55917;2030240;A018984;PV28    ;2021JJ00;    0.04;    0.63;    4.38
55918;2030240;A018984;PV28    ;2022JJ00;    0.03;    0.55;    3.78
55919;2030240;A018984;PV28    ;2023JJ00;    0.03;    0.44;    3.16
55920;2030240;A018984;PV29    ;2018JJ00;    0.05;    0.94;    5.28
55921;2030240;A018984;PV29    ;2019JJ00;       .;       .;       .
55922;2030240;A018984;PV29    ;2020JJ00;    0.05;    1.06;    5.83
55923;2030240;A018984;PV29    ;2021JJ00;    0.06;    1.13;    6.94
55924;2030240;A018984;PV29    ;2022JJ00;    0.07;    1.30;    7.90
55925;2030240;A018984;PV29    ;2023JJ00;    0.04;    0.88;    5.79
55926;2030240;A018984;PV30    ;2018JJ00;    0.03;    0.69;    4.10
55927;2030240;A018984;PV30    ;2019JJ00;    0.03;    0.67;    4.44
55928;2030240;A018984;PV30    ;2020JJ00;    0.04;    0.73;    4.67
55929;2030240;A018984;PV30    ;2021JJ00;    0.04;    0.69;    4.05
55930;2030240;A018984;PV30    ;2022JJ00;    0.04;    0.76;    4.87
55931;2030240;A018984;PV30    ;2023JJ00;    0.03;    0.58;    3.52
55932;2030240;A018984;PV31    ;2018JJ00;    0.03;    0.72;    4.78
55933;2030240;A018984;PV31    ;2019JJ00;    0.03;    0.59;    4.17
55934;2030240;A018984;PV31    ;2020JJ00;    0.03;    0.63;    3.89
55935;2030240;A018984;PV31    ;2021JJ00;    0.03;    0.69;    4.16
55936;2030240;A018984;PV31    ;2022JJ00;    0.03;    0.60;    3.73
55937;2030240;A018984;PV31    ;2023JJ00;    0.03;    0.66;    4.13
56262;2030240;A018985;PV20    ;2018JJ00;    0.11;    0.31;    4.40
56263;2030240;A018985;PV20    ;2019JJ00;    0.14;    0.48;    6.31
56264;2030240;A018985;PV20    ;2020JJ00;    0.18;    0.63;    8.42
56265;2030240;A018985;PV20    ;2021JJ00;    0.24;    0.84;   11.75
56266;2030240;A018985;PV20    ;2022JJ00;    0.22;    0.64;    9.09
56267;2030240;A018985;PV20    ;2023JJ00;    0.21;    0.68;   10.02
56268;2030240;A018985;PV21    ;2018JJ00;    0.14;    0.45;    6.89
56269;2030240;A018985;PV21    ;2019JJ00;    0.13;    0.45;    6.39
56270;2030240;A018985;PV21    ;2020JJ00;    0.22;    0.77;   10.06
56271;2030240;A018985;PV21    ;2021JJ00;    0.23;    0.79;   10.38
56272;2030240;A018985;PV21    ;2022JJ00;    0.23;    0.77;   10.42
56273;2030240;A018985;PV21    ;2023JJ00;    0.23;    0.71;    9.80
56274;2030240;A018985;PV22    ;2018JJ00;    0.13;    0.38;    5.17
56275;2030240;A018985;PV22    ;2019JJ00;    0.16;    0.56;    6.70
56276;2030240;A018985;PV22    ;2020JJ00;    0.20;    0.67;    8.87
56277;2030240;A018985;PV22    ;2021JJ00;    0.27;    0.91;   12.41
56278;2030240;A018985;PV22    ;2022JJ00;    0.27;    0.82;   11.06
56279;2030240;A018985;PV22    ;2023JJ00;    0.24;    0.77;   10.42
56280;2030240;A018985;PV23    ;2018JJ00;    0.14;    0.46;    6.29
56281;2030240;A018985;PV23    ;2019JJ00;    0.12;    0.39;    4.93
56282;2030240;A018985;PV23    ;2020JJ00;    0.21;    0.69;    9.03
56283;2030240;A018985;PV23    ;2021JJ00;    0.24;    0.87;   11.23
56284;2030240;A018985;PV23    ;2022JJ00;    0.26;    0.80;   11.08
56285;2030240;A018985;PV23    ;2023JJ00;    0.23;    0.67;    9.47
56286;2030240;A018985;PV24    ;2018JJ00;    0.09;    0.32;    4.36
56287;2030240;A018985;PV24    ;2019JJ00;    0.11;    0.36;    4.82
56288;2030240;A018985;PV24    ;2020JJ00;    0.18;    0.59;    8.10
56289;2030240;A018985;PV24    ;2021JJ00;    0.23;    0.69;    9.55
56290;2030240;A018985;PV24    ;2022JJ00;    0.23;    0.66;    9.90
56291;2030240;A018985;PV24    ;2023JJ00;    0.22;    0.64;    9.00
56292;2030240;A018985;PV25    ;2018JJ00;    0.13;    0.43;    6.13
56293;2030240;A018985;PV25    ;2019JJ00;    0.12;    0.40;    5.66
56294;2030240;A018985;PV25    ;2020JJ00;    0.23;    0.71;    9.95
56295;2030240;A018985;PV25    ;2021JJ00;    0.27;    0.89;   12.26
56296;2030240;A018985;PV25    ;2022JJ00;    0.24;    0.73;   10.19
56297;2030240;A018985;PV25    ;2023JJ00;    0.23;    0.70;    9.72
56298;2030240;A018985;PV26    ;2018JJ00;    0.11;    0.36;    5.11
56299;2030240;A018985;PV26    ;2019JJ00;    0.11;    0.37;    5.16
56300;2030240;A018985;PV26    ;2020JJ00;    0.20;    0.63;    9.32
56301;2030240;A018985;PV26    ;2021JJ00;    0.25;    0.86;   12.54
56302;2030240;A018985;PV26    ;2022JJ00;    0.22;    0.69;   10.20
56303;2030240;A018985;PV26    ;2023JJ00;    0.20;    0.60;    8.61
56304;2030240;A018985;PV27    ;2018JJ00;    0.10;    0.36;    5.44
56305;2030240;A018985;PV27    ;2019JJ00;    0.11;    0.36;    5.99
56306;2030240;A018985;PV27    ;2020JJ00;    0.19;    0.63;    9.51
56307;2030240;A018985;PV27    ;2021JJ00;    0.23;    0.84;   12.68
56308;2030240;A018985;PV27    ;2022JJ00;    0.20;    0.67;   10.43
56309;2030240;A018985;PV27    ;2023JJ00;    0.18;    0.59;    9.29
56310;2030240;A018985;PV28    ;2018JJ00;    0.11;    0.38;    5.62
56311;2030240;A018985;PV28    ;2019JJ00;    0.11;    0.37;    5.53
56312;2030240;A018985;PV28    ;2020JJ00;    0.18;    0.59;    9.04
56313;2030240;A018985;PV28    ;2021JJ00;    0.24;    0.82;   12.08
56314;2030240;A018985;PV28    ;2022JJ00;    0.20;    0.62;    9.47
56315;2030240;A018985;PV28    ;2023JJ00;    0.18;    0.60;    9.00
56316;2030240;A018985;PV29    ;2018JJ00;    0.12;    0.41;    6.30
56317;2030240;A018985;PV29    ;2019JJ00;    0.13;    0.39;    5.77
56318;2030240;A018985;PV29    ;2020JJ00;    0.24;    0.78;   10.56
56319;2030240;A018985;PV29    ;2021JJ00;    0.24;    0.83;   11.57
56320;2030240;A018985;PV29    ;2022JJ00;    0.26;    0.89;   11.61
56321;2030240;A018985;PV29    ;2023JJ00;    0.21;    0.72;   10.29
56322;2030240;A018985;PV30    ;2018JJ00;    0.14;    0.44;    6.35
56323;2030240;A018985;PV30    ;2019JJ00;    0.13;    0.44;    6.43
56324;2030240;A018985;PV30    ;2020JJ00;    0.23;    0.74;   10.21
56325;2030240;A018985;PV30    ;2021JJ00;    0.27;    0.95;   13.40
56326;2030240;A018985;PV30    ;2022JJ00;    0.25;    0.75;   10.73
56327;2030240;A018985;PV30    ;2023JJ00;    0.22;    0.68;   10.01
56328;2030240;A018985;PV31    ;2018JJ00;    0.15;    0.55;    8.59
56329;2030240;A018985;PV31    ;2019JJ00;    0.15;    0.57;    8.39
56330;2030240;A018985;PV31    ;2020JJ00;    0.26;    0.88;   12.93
56331;2030240;A018985;PV31    ;2021JJ00;    0.31;    1.09;   15.79
56332;2030240;A018985;PV31    ;2022JJ00;    0.25;    0.85;   12.78
56333;2030240;A018985;PV31    ;2023JJ00;    0.27;    0.87;   13.34
56658;2030240;A018986;PV20    ;2018JJ00;       .;       .;       .
56659;2030240;A018986;PV20    ;2019JJ00;       .;       .;       .
56660;2030240;A018986;PV20    ;2020JJ00;       .;       .;       .
56661;2030240;A018986;PV20    ;2021JJ00;       .;       .;       .
56662;2030240;A018986;PV20    ;2022JJ00;       .;       .;       .
56663;2030240;A018986;PV20    ;2023JJ00;       .;       .;       .
56664;2030240;A018986;PV21    ;2018JJ00;       .;       .;       .
56665;2030240;A018986;PV21    ;2019JJ00;       .;       .;       .
56666;2030240;A018986;PV21    ;2020JJ00;       .;       .;       .
56667;2030240;A018986;PV21    ;2021JJ00;       .;       .;       .
56668;2030240;A018986;PV21    ;2022JJ00;       .;       .;       .
56669;2030240;A018986;PV21    ;2023JJ00;       .;       .;       .
56670;2030240;A018986;PV22    ;2018JJ00;       .;       .;       .
56671;2030240;A018986;PV22    ;2019JJ00;       .;       .;       .
56672;2030240;A018986;PV22    ;2020JJ00;       .;       .;       .
56673;2030240;A018986;PV22    ;2021JJ00;       .;       .;       .
56674;2030240;A018986;PV22    ;2022JJ00;       .;       .;       .
56675;2030240;A018986;PV22    ;2023JJ00;       .;       .;       .
56676;2030240;A018986;PV23    ;2018JJ00;       .;       .;       .
56677;2030240;A018986;PV23    ;2019JJ00;       .;       .;       .
56678;2030240;A018986;PV23    ;2020JJ00;       .;       .;       .
56679;2030240;A018986;PV23    ;2021JJ00;       .;       .;       .
56680;2030240;A018986;PV23    ;2022JJ00;       .;       .;       .
56681;2030240;A018986;PV23    ;2023JJ00;       .;       .;       .
56682;2030240;A018986;PV24    ;2018JJ00;       .;       .;       .
56683;2030240;A018986;PV24    ;2019JJ00;       .;       .;       .
56684;2030240;A018986;PV24    ;2020JJ00;       .;       .;       .
56685;2030240;A018986;PV24    ;2021JJ00;       .;       .;       .
56686;2030240;A018986;PV24    ;2022JJ00;       .;       .;       .
56687;2030240;A018986;PV24    ;2023JJ00;       .;       .;       .
56688;2030240;A018986;PV25    ;2018JJ00;       .;       .;       .
56689;2030240;A018986;PV25    ;2019JJ00;       .;       .;       .
56690;2030240;A018986;PV25    ;2020JJ00;       .;       .;       .
56691;2030240;A018986;PV25    ;2021JJ00;       .;       .;       .
56692;2030240;A018986;PV25    ;2022JJ00;       .;       .;       .
56693;2030240;A018986;PV25    ;2023JJ00;       .;       .;       .
56694;2030240;A018986;PV26    ;2018JJ00;       .;       .;       .
56695;2030240;A018986;PV26    ;2019JJ00;       .;       .;       .
56696;2030240;A018986;PV26    ;2020JJ00;       .;       .;       .
56697;2030240;A018986;PV26    ;2021JJ00;       .;       .;       .
56698;2030240;A018986;PV26    ;2022JJ00;       .;       .;       .
56699;2030240;A018986;PV26    ;2023JJ00;       .;       .;       .
56700;2030240;A018986;PV27    ;2018JJ00;       .;       .;       .
56701;2030240;A018986;PV27    ;2019JJ00;       .;       .;       .
56702;2030240;A018986;PV27    ;2020JJ00;       .;       .;       .
56703;2030240;A018986;PV27    ;2021JJ00;       .;       .;       .
56704;2030240;A018986;PV27    ;2022JJ00;       .;       .;       .
56705;2030240;A018986;PV27    ;2023JJ00;       .;       .;       .
56706;2030240;A018986;PV28    ;2018JJ00;       .;       .;       .
56707;2030240;A018986;PV28    ;2019JJ00;       .;       .;       .
56708;2030240;A018986;PV28    ;2020JJ00;       .;       .;       .
56709;2030240;A018986;PV28    ;2021JJ00;       .;       .;       .
56710;2030240;A018986;PV28    ;2022JJ00;       .;       .;       .
56711;2030240;A018986;PV28    ;2023JJ00;       .;       .;       .
56712;2030240;A018986;PV29    ;2018JJ00;       .;       .;       .
56713;2030240;A018986;PV29    ;2019JJ00;       .;       .;       .
56714;2030240;A018986;PV29    ;2020JJ00;       .;       .;       .
56715;2030240;A018986;PV29    ;2021JJ00;       .;       .;       .
56716;2030240;A018986;PV29    ;2022JJ00;       .;       .;       .
56717;2030240;A018986;PV29    ;2023JJ00;       .;       .;       .
56718;2030240;A018986;PV30    ;2018JJ00;       .;       .;       .
56719;2030240;A018986;PV30    ;2019JJ00;       .;       .;       .
56720;2030240;A018986;PV30    ;2020JJ00;       .;       .;       .
56721;2030240;A018986;PV30    ;2021JJ00;       .;       .;       .
56722;2030240;A018986;PV30    ;2022JJ00;       .;       .;       .
56723;2030240;A018986;PV30    ;2023JJ00;       .;       .;       .
56724;2030240;A018986;PV31    ;2018JJ00;       .;       .;       .
56725;2030240;A018986;PV31    ;2019JJ00;       .;       .;       .
56726;2030240;A018986;PV31    ;2020JJ00;       .;       .;       .
56727;2030240;A018986;PV31    ;2021JJ00;       .;       .;       .
56728;2030240;A018986;PV31    ;2022JJ00;       .;       .;       .
56729;2030240;A018986;PV31    ;2023JJ00;       .;       .;       .
60618;2030250;A048583;PV20    ;2018JJ00;    0.13;    1.21;    1.97
60619;2030250;A048583;PV20    ;2019JJ00;    0.12;       .;    3.37
60620;2030250;A048583;PV20    ;2020JJ00;    0.12;    1.44;    2.00
60621;2030250;A048583;PV20    ;2021JJ00;    0.18;    2.81;    3.54
60622;2030250;A048583;PV20    ;2022JJ00;    0.16;    2.59;    3.50
60623;2030250;A048583;PV20    ;2023JJ00;    0.17;    1.65;    2.65
60624;2030250;A048583;PV21    ;2018JJ00;    0.18;    2.58;    3.37
60625;2030250;A048583;PV21    ;2019JJ00;    0.17;    3.21;    3.70
60626;2030250;A048583;PV21    ;2020JJ00;    0.18;    2.41;    3.13
60627;2030250;A048583;PV21    ;2021JJ00;    0.17;    2.14;    2.89
60628;2030250;A048583;PV21    ;2022JJ00;    0.16;    2.21;    3.08
60629;2030250;A048583;PV21    ;2023JJ00;    0.19;    2.92;    3.49
60630;2030250;A048583;PV22    ;2018JJ00;    0.22;    3.50;    4.40
60631;2030250;A048583;PV22    ;2019JJ00;    0.19;    1.99;    3.01
60632;2030250;A048583;PV22    ;2020JJ00;    0.18;    1.85;    2.70
60633;2030250;A048583;PV22    ;2021JJ00;    0.18;    2.03;    2.71
60634;2030250;A048583;PV22    ;2022JJ00;    0.19;    2.31;    3.48
60635;2030250;A048583;PV22    ;2023JJ00;    0.20;    2.95;    3.78
60636;2030250;A048583;PV23    ;2018JJ00;    0.19;    2.29;    3.29
60637;2030250;A048583;PV23    ;2019JJ00;    0.14;    1.54;    2.36
60638;2030250;A048583;PV23    ;2020JJ00;    0.17;    1.93;    2.90
60639;2030250;A048583;PV23    ;2021JJ00;    0.17;    2.28;    3.33
60640;2030250;A048583;PV23    ;2022JJ00;    0.18;    2.27;    3.27
60641;2030250;A048583;PV23    ;2023JJ00;    0.18;    2.01;    3.07
60642;2030250;A048583;PV24    ;2018JJ00;    0.21;    2.44;    3.53
60643;2030250;A048583;PV24    ;2019JJ00;    0.20;    3.15;    4.40
60644;2030250;A048583;PV24    ;2020JJ00;    0.19;    2.90;    3.64
60645;2030250;A048583;PV24    ;2021JJ00;    0.15;    2.38;    3.13
